Creative Type,US DVD Sales,Running Time (min),Production Budget,Source,US Gross,Title,Release Date,Director,Rotten Tomatoes Rating,Major Genre,Worldwide Gross,Distributor,MPAA Rating,IMDB Rating,IMDB Votes
Contemporary Fiction,0,0,11000000,Original Screenplay,3051221,The Guru,31-Jan-2003,,0,Comedy,23788368,Universal,R,5.5,9239
Contemporary Fiction,0,0,20000000,Original Screenplay,15543862,A Guy Thing,17-Jan-2003,,0,Romantic Comedy,17430594,MGM,PG-13,5.5,8147
Contemporary Fiction,0,0,5500000,Based on Comic/Graphic Novel,6217849,Ghost World,20-Jul-2001,Terry Zwigoff,92,Comedy,8764007,MGM,R,7.7,42973
Fantasy,6646073,105,15000000,,33392973,Halloween 2,28-Aug-2009,Rob Zombie,0,Horror,38512850,Weinstein/Dimension,R,4.5,9284
Historical Fiction,104104829,117,75000000,Remake,118823091,Hairspray,20-Jul-2007,Adam Shankman,91,Musical,202823091,New Line,PG,7.2,41511
Contemporary Fiction,0,84,8000000,Original Screenplay,17394881,Half Baked,16-Jan-1998,,29,Comedy,17394881,Universal,R,6.3,18791
Historical Fiction,0,0,18000000,Based on Play,4501094,Hamlet,25-Dec-1996,,94,Drama,7129670,Sony Pictures,PG-13,6,5147
Contemporary Fiction,0,0,2000000,Based on Play,1577287,Hamlet,12-May-2000,,71,Drama,2288841,Miramax,R,6,5147
Dramatization,0,0,50000000,Based on Book/Short Story,0,Hannibal the Conqueror,TBD,Vin Diesel,0,,0,Sony Pictures,,0,0
Super Hero,89352567,0,150000000,Original Screenplay,227946274,Hancock,2-Jul-2008,Peter Berg,40,Action,624346274,Sony Pictures,PG-13,6.5,100822
Kids Fiction,16559473,0,47000000,Original Screenplay,15849032,Happily N'Ever After,5-Jan-2007,,0,Comedy,38344430,Lionsgate,PG,3.9,4678
Science Fiction,21432877,89,60000000,Original Screenplay,64506874,The Happening,13-Jun-2008,M. Night Shyamalan,18,Thriller/Suspense,163403799,20th Century Fox,R,5.2,72259
Contemporary Fiction,0,0,1700000,Original Screenplay,2039192,"Happy, Texas",1-Oct-1999,,82,Comedy,2039192,Miramax,PG-13,7.5,198
Contemporary Fiction,0,0,950000,Original Screenplay,1024640,Hard Candy,14-Apr-2006,,0,Horror,1881243,Lionsgate,R,7.2,45791
Contemporary Fiction,2638319,120,2000000,Original Screenplay,3337931,Harsh Times,10-Nov-2006,,48,Drama,5963961,MGM,R,7,26347
,0,0,5500000,,56653,Harvard Man,17-May-2002,,0,Drama,56653,,R,4.9,2758
,0,0,7300000,,1818681,Harry Brown,30-Apr-2010,,0,Thriller/Suspense,6294140,Samuel Goldwyn Films,R,7.4,14297
Contemporary Fiction,15442818,98,25000000,Original Screenplay,48237389,The House Bunny,22-Aug-2008,Fred Wolf,39,Comedy,70237389,Sony Pictures,PG-13,5.5,18964
Contemporary Fiction,0,0,7000000,Original Screenplay,17044981,The Devil's Rejects,22-Jul-2005,Rob Zombie,54,Horror,20940428,Lionsgate,R,6.9,36082
Contemporary Fiction,0,0,7000000,Original Screenplay,12634962,"House of 1,000 Corpses",11-Apr-2003,Rob Zombie,0,Horror,16829545,Lionsgate,R,5.5,3311
Contemporary Fiction,0,0,7000000,Based on Game,10199354,The House of the Dead,10-Oct-2003,Uwe Boll,0,Horror,13767816,Artisan,R,6.5,5541
Historical Fiction,0,136,78000000,Original Screenplay,67286731,Hidalgo,5-Mar-2004,Joe Johnston,46,Western,107336658,Walt Disney Pictures,PG-13,6.6,23604
Contemporary Fiction,0,105,25000000,Original Screenplay,51100486,Hide and Seek,28-Jan-2005,,12,Thriller/Suspense,123100486,20th Century Fox,R,5.6,30891
Fantasy,31171440,80,17500000,Traditional/Legend/Fairytale,51386611,Hoodwinked,16-Dec-2005,,0,Comedy,110011106,Weinstein Co.,PG,6.7,20461
Contemporary Fiction,0,0,90000000,Original Screenplay,0,How Do You Know?,17-Dec-2010,,0,Romantic Comedy,0,Sony Pictures,,0,0
Contemporary Fiction,0,95,35200000,Original Screenplay,37788228,Head of State,28-Mar-2003,Chris Rock,30,Comedy,38283765,Dreamworks SKG,PG-13,5.1,8447
Contemporary Fiction,0,0,6000000,Based on Musical/Opera,3067312,Hedwig and the Angry Inch,20-Jul-2001,,92,Musical,3643900,Fine Line,R,7.6,14766
Kids Fiction,0,0,20000000,Based on Book/Short Story,18098433,Pooh's Heffalump Movie,11-Feb-2005,,80,Adventure,52858433,Walt Disney Pictures,G,6.3,1605
Contemporary Fiction,0,134,25000000,Original Screenplay,21567853,He Got Game,1-May-1998,Spike Lee,80,Drama,21567853,Walt Disney Pictures,R,6.8,14494
Contemporary Fiction,0,109,35000000,Original Screenplay,23483357,Heist,9-Nov-2001,David Mamet,66,Action,28483168,New Line,R,3.2,77
Super Hero,43689202,0,82500000,Based on Comic/Graphic Novel,75986503,Hellboy 2: The Golden Army,11-Jul-2008,Guillermo Del Toro,0,Action,160388063,Universal,PG-13,7.3,61902
Super Hero,0,122,60000000,Based on Comic/Graphic Novel,59623958,Hellboy,2-Apr-2004,Guillermo Del Toro,81,Action,99823958,Sony Pictures,PG-13,6.8,67763
Contemporary Fiction,0,119,50000000,Original Screenplay,37485528,Raising Helen,28-May-2004,Garry Marshall,22,Comedy,43340302,Walt Disney Pictures,PG-13,5.7,10526
Historical Fiction,0,0,6500000,Based on Book/Short Story,1029017,A Home at the End of the World,23-Jul-2004,,48,Drama,1033810,Warner Independent,R,6.7,7180
Historical Fiction,0,96,17000000,Original Screenplay,53652140,Jet Li's Hero,27-Aug-2004,Yimou Zhang,0,Action,177352140,Miramax,PG-13,0,0
Contemporary Fiction,0,0,15000000,Original Screenplay,10494147,Here on Earth,24-Mar-2000,,18,Drama,10845127,20th Century Fox,PG-13,4.6,4929
Historical Fiction,0,0,12000000,Original Screenplay,11050094,House of Flying Daggers,3-Dec-2004,Yimou Zhang,0,Action,92863945,Sony Pictures Classics,PG-13,0,0
Contemporary Fiction,0,0,14000000,Original Screenplay,10397365,Head Over Heels,2-Feb-2001,Mark Waters,9,Romantic Comedy,10397365,Universal,PG-13,4.8,6574
Contemporary Fiction,0,114,80000000,Based on Book/Short Story,91188905,The Haunting,23-Jul-1999,Jan De Bont,17,Horror,180188905,Dreamworks SKG,PG-13,4.6,31808
Contemporary Fiction,0,115,42000000,Based on Book/Short Story,41543207,High Crimes,5-Apr-2002,Carl Franklin,31,Thriller/Suspense,63781100,20th Century Fox,PG-13,6.1,14428
Contemporary Fiction,0,114,20000000,Based on Book/Short Story,27277055,High Fidelity,31-Mar-2000,Stephen Frears,92,Comedy,47881663,Walt Disney Pictures,R,7.6,69740
Fantasy,0,0,15000000,Original Screenplay,12801190,Highlander: Endgame,1-Sep-2000,,0,Action,12801190,Miramax/Dimension,R,4.3,8421
,0,0,10000000,,226792,High Heels and Low Lifes,26-Oct-2001,,20,,226792,Walt Disney Pictures,R,6.1,2205
Contemporary Fiction,59373004,0,11000000,Based on TV,90556401,High School Musical 3: Senior Year,24-Oct-2008,,66,Musical,251056401,Walt Disney Pictures,G,3.7,18587
Contemporary Fiction,0,0,3700000,Based on Play,2730296,The History Boys,21-Nov-2006,,63,Comedy,13425589,Fox Searchlight,R,6.7,10293
Contemporary Fiction,38659936,0,32000000,Based on Comic/Graphic Novel,31493782,A History of Violence,23-Sep-2005,David Cronenberg,87,Drama,59993782,New Line,R,7.6,79738
Contemporary Fiction,0,113,55000000,Original Screenplay,177784257,Hitch,11-Feb-2005,Andy Tennant,69,Romantic Comedy,366784257,Sony Pictures,PG-13,5.7,89
Contemporary Fiction,28077100,93,17500000,Original Screenplay,39687694,Hitman,21-Nov-2007,,14,Action,99965792,20th Century Fox,R,6.8,520
Contemporary Fiction,24609630,0,12000000,Original Screenplay,38108728,Harold & Kumar Escape from Guantanamo Bay,25-Apr-2008,,54,Comedy,43231984,Warner Bros.,R,6.7,42358
Contemporary Fiction,0,0,9000000,Original Screenplay,18225165,Harold & Kumar Go to White Castle,30-Jul-2004,,74,Comedy,18225165,New Line,R,7.2,56030
Contemporary Fiction,0,0,8000000,Original Screenplay,4714090,Held Up,12-May-2000,,17,Comedy,4714090,Trimark,PG-13,4.7,1840
Fantasy,30512461,88,15000000,Remake,20804166,The Hills Have Eyes II,23-Mar-2007,,0,Horror,37466538,20th Century Fox,R,5,17948
Contemporary Fiction,20576805,0,17000000,Remake,41778863,The Hills Have Eyes,10-Mar-2006,Alexandre Aja,49,Horror,69623713,Fox Searchlight,R,6.5,43747
Contemporary Fiction,0,109,28000000,Based on Book/Short Story,2775593,How to Lose Friends & Alienate People,3-Oct-2008,,36,Comedy,12031443,MGM,R,6.7,25756
Contemporary Fiction,0,0,25000000,Original Screenplay,15567860,Half Past Dead,15-Nov-2002,,2,Action,19233280,Sony Pictures,PG-13,4.1,6909
Contemporary Fiction,0,85,17000000,,55041738,Halloween: H2O,5-Aug-1998,Steve Miner,0,Horror,55041738,Miramax,R,0,0
Contemporary Fiction,0,89,15000000,,30259652,Halloween: Resurrection,12-Jul-2002,Rick Rosenthal,0,Horror,37659652,Miramax/Dimension,R,3.9,13181
Contemporary Fiction,0,0,60000000,Original Screenplay,12069719,Holy Man,9-Oct-1998,Stephen Herek,12,Comedy,12069719,Walt Disney Pictures,PG,4.7,9105
Dramatization,11075466,0,20000000,Based on Real Life Events,31841299,Milk,26-Nov-2008,Gus Van Sant,94,Drama,50164027,Focus Features,R,3.6,479
Contemporary Fiction,0,0,9000000,Original Screenplay,4886216,Hamlet 2,22-Aug-2008,Andrew Fleming,64,Comedy,4898285,Focus Features,R,6.4,9017
Factual,18154740,0,6500000,Based on Real Life Events,65281781,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,1-Feb-2008,,71,Concert/Performance,71281781,Walt Disney Pictures,G,0,0
Kids Fiction,0,94,110000000,Original Screenplay,50026353,Home on the Range,2-Apr-2004,,54,Comedy,76482461,Walt Disney Pictures,PG,5.4,4772
Historical Fiction,23365803,121,50000000,Based on Book/Short Story,27669725,Hannibal Rising,9-Feb-2007,Peter Webber,15,Thriller/Suspense,80583311,Weinstein Co.,R,6,28690
Contemporary Fiction,165916727,99,35000000,Original Screenplay,277322503,The Hangover,5-Jun-2009,Todd Phillips,78,Comedy,465132119,Warner Bros.,R,7.9,127634
Contemporary Fiction,0,95,40000000,Original Screenplay,36037909,Hanging Up,18-Feb-2000,,12,Comedy,51867723,Sony Pictures,PG-13,4.3,6098
Dramatization,0,0,25000000,Based on Real Life Events,7164995,The Hoax,6-Apr-2007,Lasse Hallstrom,85,Drama,7164995,Walt Disney Pictures,R,6.9,9171
Contemporary Fiction,0,117,20000000,Based on Book/Short Story,67383924,Holes,18-Apr-2003,Andrew Davis,77,Drama,72383924,Walt Disney Pictures,PG,7.1,19388
Contemporary Fiction,71449071,131,85000000,Original Screenplay,63280000,The Holiday,8-Dec-2006,Nancy Meyers,47,Romantic Comedy,205190324,Sony Pictures,PG-13,6.9,48215
Science Fiction,0,112,90000000,Original Screenplay,73209340,Hollow Man,4-Aug-2000,Paul Verhoeven,28,Horror,191200000,Sony Pictures,R,5.5,41499
,0,0,1400000,Original Screenplay,304124,Holy Girl,29-Apr-2005,,0,Drama,1261792,Fine Line,R,0,0
Contemporary Fiction,0,0,15000000,Original Screenplay,10513979,Home Fries,25-Nov-1998,,31,Black Comedy,10513979,Warner Bros.,PG-13,4.7,4806
Contemporary Fiction,0,94,18000000,Original Screenplay,30272254,Honey,5-Dec-2003,Bille Woodruff,20,Drama,62192232,Universal,PG-13,4.6,13026
Contemporary Fiction,0,0,27000000,Based on TV,12834849,The Honeymooners,10-Jun-2005,John Schultz,14,Comedy,13174426,Paramount Pictures,PG-13,2.6,5012
Contemporary Fiction,11095119,0,15000000,Based on Book/Short Story,8117637,Hoot,5-May-2006,,26,Comedy,8224998,New Line,PG,5.3,2830
Contemporary Fiction,0,114,30000000,Original Screenplay,60110313,Hope Floats,29-May-1998,Forest Whitaker,23,Drama,81529000,20th Century Fox,PG-13,5.3,9168
Fantasy,73524948,0,85000000,Based on Book/Short Story,154529439,Horton Hears a Who,14-Mar-2008,,0,Adventure,297133947,20th Century Fox,G,7.2,31323
Contemporary Fiction,16230816,0,7500000,Original Screenplay,17544812,Hostel: Part II,8-Jun-2007,Eli Roth,45,Horror,33606409,Lionsgate,R,5.4,31511
Contemporary Fiction,0,0,75000000,Based on Book/Short Story,34636443,Hostage,11-Mar-2005,,0,Action,77636443,Miramax,R,7.3,3070
Contemporary Fiction,23835218,0,4800000,Original Screenplay,47326473,Hostel,6-Jan-2006,Eli Roth,0,Horror,80578934,Lionsgate,R,5.7,64642
Contemporary Fiction,24152720,83,25000000,Original Screenplay,13938332,Hot Rod,3-Aug-2007,,40,Comedy,14334401,Paramount Pictures,PG-13,6.5,22250
Historical Fiction,0,115,25000000,Based on Book/Short Story,41675994,The Hours,27-Dec-2002,Stephen Daldry,80,Drama,108775994,Paramount Pictures,PG-13,7.6,44618
Contemporary Fiction,0,0,18000000,Original Screenplay,15652637,Life as a House,26-Oct-2001,,46,Drama,23889158,New Line,R,7.5,19308
Contemporary Fiction,0,105,20000000,Original Screenplay,132675402,Bringing Down the House,7-Mar-2003,Adam Shankman,34,Comedy,164675402,Walt Disney Pictures,PG-13,5.4,16242
Contemporary Fiction,0,0,35000000,Remake,32064800,House of Wax,6-May-2005,,25,Horror,70064800,Warner Bros.,R,5.4,32159
Contemporary Fiction,0,0,16000000,Based on Book/Short Story,14108518,How to Deal,18-Jul-2003,,29,Drama,14108518,New Line,PG-13,5.4,5292
Contemporary Fiction,0,93,12000000,Original Screenplay,31155435,How High,21-Dec-2001,,27,Comedy,31260435,Universal,R,5.5,14470
Contemporary Fiction,0,93,12000000,Original Screenplay,14010363,Def Jam's How To Be a Player,6-Aug-1997,,0,Comedy,14010363,Gramercy,R,0,0
Fantasy,0,161,100000000,Based on Book/Short Story,261987880,Harry Potter and the Chamber of Secrets,15-Nov-2002,Chris Columbus,82,Adventure,878987880,Warner Bros.,PG,7.2,120063
Fantasy,0,141,130000000,Based on Book/Short Story,249538952,Harry Potter and the Prisoner of Azkaban,4-Jun-2004,Alfonso Cuaron,90,Adventure,795538952,Warner Bros.,PG,7.7,108928
Fantasy,215701005,157,150000000,Based on Book/Short Story,290013036,Harry Potter and the Goblet of Fire,18-Nov-2005,Mike Newell,88,Adventure,896013036,Warner Bros.,PG-13,7.6,111946
Fantasy,220867077,138,150000000,Based on Book/Short Story,292004738,Harry Potter and the Order of the Phoenix,11-Jul-2007,David Yates,78,Adventure,938468864,Warner Bros.,PG-13,7.4,104074
Fantasy,103574938,153,250000000,Based on Book/Short Story,301959197,Harry Potter and the Half-Blood Prince,15-Jul-2009,David Yates,83,Adventure,937499905,Warner Bros.,PG,7.3,73720
Fantasy,0,152,125000000,Based on Book/Short Story,317557891,Harry Potter and the Sorcerer's Stone,16-Nov-2001,Chris Columbus,0,Adventure,976457891,Warner Bros.,PG,7.2,132238
Kids Fiction,203263968,108,85000000,Original Screenplay,198000317,Happy Feet,17-Nov-2006,George Miller,74,Adventure,385000317,Warner Bros.,PG,6.7,42369
Historical Fiction,0,92,70000000,Based on Book/Short Story,99112101,Hercules,15-Jun-1997,,84,Adventure,250700000,Walt Disney Pictures,G,6.8,21902
Contemporary Fiction,0,106,21000000,Based on Book/Short Story,40222729,Hardball,14-Sep-2001,Brian Robbins,38,Drama,44102389,Paramount Pictures,PG-13,4.1,165
Contemporary Fiction,0,96,70000000,Original Screenplay,19870567,Hard Rain,16-Jan-1998,,26,Action,19870567,Paramount Pictures,R,5.6,14375
Contemporary Fiction,0,168,60000000,Based on Book/Short Story,75383563,The Horse Whisperer,15-May-1998,Robert Redford,71,Drama,75383563,Walt Disney Pictures,PG-13,6.3,15831
,0,0,7000000,,196067,The Heart of Me,13-Jun-2003,,0,,196067,,R,6.3,1342
Historical Fiction,0,0,3750000,Original Screenplay,539285,Casa de Areia,11-Aug-2006,,0,Drama,1178175,Sony Pictures Classics,R,7.5,1519
Contemporary Fiction,1350584,0,12500000,Remake,11965282,Sorority Row,11-Sep-2009,,22,Horror,26735797,Summit Entertainment,R,5.1,7097
Historical Fiction,0,0,70000000,Based on Book/Short Story,19076815,Hart's War,15-Feb-2002,,58,Drama,33076815,MGM,R,6.2,19541
Science Fiction,0,103,45000000,Based on Book/Short Story,51019112,The Hitchhiker's Guide to the Galaxy,29-Apr-2005,,60,Comedy,104019112,Walt Disney Pictures,PG,6.6,61513
Contemporary Fiction,0,0,2850000,Original Screenplay,3681066,High Tension,10-Jun-2005,,0,Horror,5208449,Lionsgate,R,5.4,165
Contemporary Fiction,33391776,121,16000000,Original Screenplay,23618786,Hot Fuzz,20-Apr-2007,Edgar Wright,91,Comedy,79197493,Focus Features,R,8,129779
,0,0,3300000,,104257,Human Traffic,5-May-2000,,0,,5422740,Miramax,R,6.6,9455
Fantasy,0,0,165000000,Based on Book/Short Story,217581231,How to Train Your Dragon,26-Mar-2010,,98,Comedy,491581231,Paramount Pictures,PG,8.2,28556
Contemporary Fiction,0,0,22000000,Original Screenplay,12784713,I Heart Huckabees,1-Oct-2004,,62,Comedy,14584713,Fox Searchlight,R,6.8,35878
Super Hero,0,138,137000000,Based on Comic/Graphic Novel,132177234,Hulk,20-Jun-2003,Ang Lee,62,Action,245360480,Universal,PG-13,5.7,70844
Super Hero,58503066,112,137500000,Based on Comic/Graphic Novel,134806913,The Incredible Hulk,13-Jun-2008,Louis Leterrier,66,Adventure,263349257,Universal,PG-13,7.1,82419
Historical Fiction,0,86,100000000,Based on Book/Short Story,100138851,The Hunchback of Notre Dame,21-Jun-1996,Gary Trousdale,73,Adventure,325500000,Walt Disney Pictures,G,6.5,19479
Contemporary Fiction,0,94,55000000,Original Screenplay,34234008,The Hunted,14-Mar-2003,William Friedkin,31,Action,45016494,Paramount Pictures,R,5.8,18941
,0,0,500000,,334041,Hurricane Streets,13-Feb-1998,,0,Drama,367582,MGM,,0,0
Contemporary Fiction,31304710,0,15000000,Original Screenplay,14700000,The Hurt Locker,26-Jun-2009,Kathryn Bigelow,0,Drama,44468574,Summit Entertainment,R,7.8,83679
Contemporary Fiction,0,0,2800000,Original Screenplay,22202809,Hustle & Flow,22-Jul-2005,,0,Drama,23563727,Paramount Vantage,R,7.5,18688
Historical Fiction,0,101,60000000,Based on TV,88200225,Starsky & Hutch,5-Mar-2004,Todd Phillips,64,Comedy,170200225,Warner Bros.,PG-13,6.2,48935
Contemporary Fiction,0,0,16000000,Original Screenplay,4839383,Hollywood Ending,3-May-2002,Woody Allen,46,Romantic Comedy,14839383,Dreamworks SKG,PG-13,6.3,10486
Contemporary Fiction,0,116,75000000,Original Screenplay,30207785,Hollywood Homicide,13-Jun-2003,Ron Shelton,30,Action,51107785,Sony/Columbia,PG-13,5.2,16452
Contemporary Fiction,0,0,15000000,Based on Book/Short Story,8735529,Whatever it Takes,24-Mar-2000,,16,Romantic Comedy,8735529,Sony Pictures,PG-13,5.2,4192
Fantasy,131919814,0,75000000,Original Screenplay,195330621,Ice Age: The Meltdown,31-Mar-2006,Carlos Saldanha,0,Adventure,651899282,20th Century Fox,PG,6.9,50981
Fantasy,87544387,93,90000000,Original Screenplay,196573705,Ice Age: Dawn of the Dinosaurs,1-Jul-2009,Carlos Saldanha,0,Adventure,886685941,20th Century Fox,PG,7.1,33289
Kids Fiction,0,81,65000000,Original Screenplay,176387405,Ice Age,15-Mar-2002,Chris Wedge,77,Adventure,383257136,20th Century Fox,PG,7.4,75552
Contemporary Fiction,0,0,25000000,Original Screenplay,24381334,Ice Princess,18-Mar-2005,,52,Comedy,25732334,Walt Disney Pictures,G,6,7106
Historical Fiction,0,0,18000000,Based on Book/Short Story,8038061,The Ice Storm,27-Sep-1997,Ang Lee,82,Drama,16011975,Fox Searchlight,R,7.5,27544
,0,0,18000000,,0,I Come with the Rain,TBD,,0,,627422,,,5.2,618
Contemporary Fiction,0,90,28000000,Original Screenplay,52131264,Identity,25-Apr-2003,James Mangold,62,Thriller/Suspense,90231264,Sony Pictures,R,7.3,57909
Historical Fiction,0,97,10700000,Based on Play,18542974,An Ideal Husband,18-Jun-1999,,86,Comedy,18542974,Miramax,PG-13,6.7,8078
Historical Fiction,3120029,121,15000000,Original Screenplay,12669914,Idlewild,25-Aug-2006,,47,Musical,12669914,Universal,R,5.8,3056
Contemporary Fiction,0,0,9000000,Original Screenplay,4777465,Igby Goes Down,13-Sep-2002,,76,Comedy,4777465,MGM,R,7,19050
Kids Fiction,12361783,86,30000000,Original Screenplay,19528188,Igor,19-Sep-2008,,35,Comedy,26608350,MGM,PG,6,6614
Contemporary Fiction,0,0,3500000,Original Screenplay,10317779,I Got the Hook-Up!,27-May-1998,,17,Comedy,10317779,Miramax,R,3.3,985
Contemporary Fiction,0,0,15000000,Original Screenplay,4023741,Idle Hands,30-Apr-1999,,15,Horror,4023741,Sony Pictures,R,5.8,16157
,0,0,10000000,Original Screenplay,228524,Imaginary Heroes,17-Dec-2004,,35,Drama,290875,Sony Pictures Classics,R,7.2,6057
Contemporary Fiction,0,101,24000000,Based on Book/Short Story,40020622,I Still Know What You Did Last Summer,13-Nov-1998,,8,Horror,40020622,Sony Pictures,R,4.1,23268
Contemporary Fiction,0,101,17000000,Based on Book/Short Story,72250091,I Know What You Did Last Summer,17-Oct-1997,,36,Horror,125250091,Sony Pictures,R,5.4,36807
Contemporary Fiction,5475072,0,18000000,Based on Book/Short Story,14800725,"I Love You, Beth Cooper",10-Jul-2009,Chris Columbus,0,Comedy,16382538,20th Century Fox,PG-13,5.9,179
Historical Fiction,38200717,110,16500000,Based on Book/Short Story,39868642,The Illusionist,18-Aug-2006,,74,Drama,84276175,Yari Film Group Releasing,PG-13,7.7,92040
Contemporary Fiction,0,0,1200000,Original Screenplay,2205627,But I'm a Cheerleader,7-Jul-2000,,0,Comedy,2595216,Lionsgate,R,6.1,10073
